,itemCode,yahooID,itemName,description
206,BS30170438,bs30170438,Bear Stone Finish Outlet Cover,"Bear icons and tracks are embossed in hand-cast resin with the texture and color of natural stone on the Bear Stone Finish Outlet Cover.  Metal screws included.  Measures 3Â¼""W x 5""H. ~"
207,KM07141000084KM,km07141000084km,Realtree Max-4 Camo Comforter Set - Twin,"The poly/cotton blend Realtree Max 4 Twin Comforter Set incorporates numerous nature elements, adding striking visual appeal to your bedroom decor.  Includes comforter (65"" x 90""), bedskirt (39"" x 74"") and one standard sham (26"" x 20""). Machine wash, tumble dry low. ~  Ships from the manufacturer.  Allow 1 to 2 weeks.  Cannot express ship or ship to Alaska."
208,NTZORCSTOL39RX3,zorro-counter-stool-set-of-3,Zorro Counter Stool - Set of 3,"Bring classic western style to your decor with the Zorro Counter Stool. Hand tooled antique brown leather, in a Classico design, is chiseled and carved by leather artisans and accented with nailhead trim. Each leather hide is selected for the best quality and wood is seasoned to age gracefully with a rustic finish. Each measures 17""W x 17""D x 26""H. Sold in a set of three.  ~  Ships from the manufacturer.  Allow 6 to 8 weeks.  Cannot express ship.  This item can be customized. Please email teresa@blackforestdecor.com or call 800-605-0915, ext. 778 to inquire about custom furniture orders and large bulk order discounts. Additional discounts may be available for large bulk orders. ~ Ships from the manufacturer. Allow 6 to 8 weeks. Cannot express ship."
209,PK47147X,pine-escape-plaid-valance,Pine Escape Plaid Valance,"This plaid cotton valance featuresÂ pine tree patches for a warm, woodsy feel. Spot clean. 60""W x 14""H"
210,RH11022,hopi-placemat,Desert Jewel Placemat,"Exclusive - Brighten your southwest table with this cotton/poly tapestry placemat in turquoise, red, beige and brown. Machine wash. Measures 13""W x 19""L. ~"
211,SIX2591,pinecone-and-tree-outlet-cover,Pinecone & Tree Outlet Cover,"Exclusive - A sculptural resin pinecone, pine trees and bark textures on the hand-painted Pinecone & Tree Outlet Cover add a touch of nature to your cabin.  Mounting screws included.  Measures 4""W x Â¾""D x 5Â½""H. ~"
212,2HMWB1761,western-visions-waste-basket,Western Visions Waste Basket,"A lone barbed wire fence brings prairie spirit to this metal waste basket. Machine wash. 11""Dia. x 12""H"
213,BS30170448,bs30170448,Stone Finish Pinecone Outlet Cover,"The realistic stone-look, hand-cast resin Stone Finish Pinecone Outlet Cover brings woodland detail to your home.  Measures 3 1/4""W x 5""H. ~"
214,CARJB2082,faux-leather-cross-pillow,Faux Leather Cross Pillow,"A Black Forest Decor Exclusive - A dark brown cross design with embroidered dots and a center tied concho overlays medium brown microfiber faux leather in the Faux Leather Cross Pillow accented with faux leather fringe. Zipper closure.  Dry clean.  Measures 18""W x 18""L. ~"
215,DS13594,black-bear-canoe-bowl,Black Bear Canoe Bowl,"This polyresin canoe with birch bark texture holds candy, potpourri or pinecones for a rustic accent. 18 1/4""W x 7""D x 4 1/2""H"
216,DS15076,western-tooled-leather-soap-dish,Western Tooled Leather Soap Dish,"Featuring floral tooled leather patterns, sculpted rope trim and faux concho and stud details, these polyresin bath accessories offer classic cowboy style. 5 1/4âW x 3 3/4âD x 1âH"
217,DS62029,black-bear-river-plush-blanket-queen,Black Bear River Plush Blanket - Queen,"Exclusive - Warm up your cabin bedroom with this poly fleece collection featuring bears, trees, canoes and diamonds in shades of toffee, rust, black and green. Machine wash, dry clean pillows. Dimensions available online. Measures 90""W x 90""L. ~"
218,HXCM1002SC,pink-camo-shower-curtain,Pink Camo Shower Curtain,"Bring outdoor-inspired style to your bathroom with the Pink Camo Shower Curtain.  This shower curtain has pink oak camo with a solid pink panel. <ul><li>100% Polyester</li> <li>Includes 12 fabric-covered rings</li> <li>72""W x 72""L</li> <li>Dry clean only</li> <li>Shades of pink and green</li> </ul> ~ Ships from the manufacturer. Allow 1 to 2 weeks. Cannot express ship."
219,HXDI4001SB01TQ,savannah-turquoise-serving-bowl,Savannah Turquoise Serving Bowl,"Textured in floral tooled leather patterns, these handcrafted turquoise stoneware pieces bring western detail to your kitchen.  Microwave, oven and dishwasher safe.  Measures 10?""W x 10?""D x 3?""H. ~"
220,HXLD6100TM01,buck-mountain-antler-tumbler,Buck Mountain Antler Tumbler,"Exclusive - Realistic antlers wrap around faux logs with a wood-like finish on these resin bath accessories for an outdoor look.  Dimensions available online.  Measures 3Â½""Dia. x 3""H. ~"
221,KE1960H,ke1960h,Moose & Pine Hand Towel,"A Black Forest Decor Exclusive - Richly embroidered with textured moose and pine trees, the soft 100% cotton Moose & Pine Hand Towel pampers your cabin guests in shades of nutmeg, chocolate brown and crisp green.  Machine wash.  Measures 16""W x 30""L. ~"
222,RH11503,mojave-sun-placemat,Mojave Sun Placemat,"A Lone Star Western Decor Exclusive - Set a colorful southwestern table with sawtooth diamonds in turquoise, red, brown and desert orange on the cotton/poly tapestry Mojave Sun Placemat.  Machine wash.  Measures 13""W x 19""L. ~"
223,SF682262,rustic-juniper-wood-single-rocker-plate,Rustic Juniper Wood Single Rocker Cover,"A Black Forest Decor Exclusive - The natural grains and tones of juniper wood make these freeform switch covers a beautiful addition to your cabin.  Screws included.  Made in the USA.  Size may vary.  Measures 4""W x Â¼""D x 5 58""H. ~"
224,RE662,horse-single-switch-cover,Horse Single Switch Cover,"A horse in motion is set against a stone background on these beautifully hand-painted resin switch covers.  Measures 5Â¼""W x 1""D x 7Â½""H. ~"
225,MWGSSBLG,moose-and-bear-lake-tapestry-sham,Moose & Bear Lake Tapestry Standard Sham,"Outdoor icons and rustic plaids create a warm, inviting look on this woven tapestry sham. Made in the USA. Machine wash. 26""W x 20""L"
226,DS22164,cast-iron-pinecone-pull,Cast Iron Pinecone Pull,"Exclusive - Bring forest detail to cabinets or drawers with this cast iron hardware featuring pinecones and pine trees in brown and rust finishes. Screws included. Measures 5Â½""W x 2""D x 1Â½""H with 3Â½"" centers. ~"
227,CL15R11D,ridged-teardrop-pot-table-lamp,Rippling Water Turquoise Table Lamp,"Create a welcoming glow with the Ridged Teardrop Pot Table Lamp, featuring a ridged tear drop base in shades of brown and teal with a parchment shade and matching wood finial with a southwestern style.<ul><li>15""W x 15""D x 29 1/2""H</li> <li>Hydrostone base</li> <li>Harvest finish</li> <li>3-way socket uses one 100-watt max bulb</li> <li>Parchment shade</li> <li>Made in the USA</li> </ul> ~ Ships from the manufacturer. Allow 3 to 4 weeks. Cannot express ship."
228,COTP10FR,moose-profile-tissue-paper-holder,Moose Profile Tissue Paper Holder,"Create effortless style in your rustic bathroom with the Moose Profile Tissue Paper Holder, beautifully made with a metal moose silhouette holding a thin bar in a frontier rust finish.
<ul><li>Metal</li>
<li>Frontier Rust finish</li>
</ul> ~ Ships from the manufacturer. Allow 3 to 4 weeks. Cannot express ship."
229,2BG82173,forest-signs-shower-curtain-hooks,Forest Signs Shower Curtain Hooks (Set of 12),"With its meandering moose and bears, the Forest Signs Shower Curtain Hooks is the perfect addition to your lodge bathroom. <ul><li>Resin</li> <li>4""W x 7""D x 2 3/4""H</li> <li>Multicolor</li> <li>Hand wash or wipe with damp cloth </li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship."
230,2DD76084,scenic-moose-metal-art-lamp,Scenic Moose Metal Art Lamp,"Exclusive - A fabric shade tops a moose and mountain metal art scene on the rust-finished Scenic Moose Metal Art Lamp.  Uses one 60-watt max bulb.  Measures 14""W x 10""D x 21Â½""H. ~"
231,PK22456B,kodiak-bear-cast-towel-bar-16-inch,Kodiak Bear Cast Towel Bar - 16 Inch,"Strolling cast aluminum bears and bark textures in a brown finish make this rustic hardware perfect for your lodge bath.  Measures 19Â¾""W x 3Â½""D x 7Â½""H. ~"
232,PK47447P,wood-river-pinecone-patch-lined-valance,Wood River Pinecone Patch Lined Valance,"Pinecone patches add rustic charm to the 100% cotton rod pocket Wood River Pinecone Patch Lined Valance in beautiful green and brown plaid.  Dry clean.  Measures 60""W x 14""H with 2"" rod pocket. ~"
233,PK69347B,bear-essentials-valance,Bear Essentials Valance,"Study your favorite animal in style with this plaid cotton valance with a fun typographic print. Dry clean. 60""W x 14""H"
234,2DD25607,pine-branches-wall-coat-rack,Pine Branches Wall Coat Rack,"Bring a hint of nature to your entry with the black metal Pine Branches Wall Coat Rack with realistic pinecones and three hooks for hanging.  Measures 19Â½""W x 2Â½""D x 9""H. ~"
235,CF-PIBEARADV,beadflacpi,Bear Adventure Fleece Accent Pillow,"Made from plush, super-soft 90% acrylic/10% polyester, the Bear Adventure Fleece Accent Pillow makes any bedroom feel like a rustic cabin getaway. Machine washable. Measures 18""W x 18""L. ~"
236,CARJB7001,turquoise-mesa-valance,Turquoise Mesa Valance - OVERSTOCK,"Soft woven chenille with southwest geometrics in brown, blue, turquoise and tan creates the luxurious rod pocket Turquoise Mesa Valance.  Dry clean.  Measures 54""W x 18""H. ~"
237,DS10861,tree-climbing-bears-accent-lamp,Tree Climbing Bears Accent Lamp,"Add warmth, light and character to any room with this one-of-a-kind cast resin table lamp. 7-watt nightlight bulb included. 7""W x 5 1/2""D x 16""H"
238,DS15067,bear-forest-single-switch-plate,Birch Forest Black Bear Single Switch Plate,A Black Forest Decor exclusive - Detailed black bears and pine trees give woodland detail to this polyresin switch cover with a birch bark texture. 3 1/4âW x  1/2âD x 5âH
239,DS21881,lone-star-wall-door-mount-towel-rack,Lone Star Wall/Door Mount Towel Rack,"Exclusive - Circled western stars and a dark brown finish make this metal towel rack a great bathroom storage solution.  Measures 8Â¼""W x 3Â¼""D x 26""H. ~"
240,ERUBP313SMALL,black-bear-braided-utility-basket-small,Black Bear Braided Utility Basket - Small,"Organize your lodge with these handcrafted 100% natural jute baskets in brown, black and neutral with hand-stenciled black bear silhouettes and braided handles. ~"
241,HXCS0003,orange-and-camo-crib-set-4-pcs,Orange and Camo Crib Set - 4 pcs,"The Orange and Camo Crib Set features bright orange and oak camo print poly/cotton microfiber with 100% cotton.  Includes coverlet (36""W x 45""L), bedskirt (27""W x 52""L x 14""H), bumper pad (two 10""W x 51""L panels and two 10""W x 26""L panels) and fitted sheet (27""W x 52""L x 6""H).  Machine wash. ~ Ships from the manufacturer.  Allow 1 week.  Cannot express ship or ship to Alaska."
242,HXDI4001SP01TQ,savannah-turquoise-platter,Savannah Turquoise Platter,"Tooled leather patterns in vibrant turquoise give this handcrafted stoneware kitchenware vintage western charm.  Microwave, oven and dishwasher safe.  Measures 12?""W x 12?""D x 1âH. ~"
243,RDCDLS,colors-of-dawn-spirit-woman-wall-art,Colors of Dawn Spirit Woman Wall Art,"A Lone Star Western Decor Exclusive - Artfully cut from rusted steel with floated, dimensional layers painted in red, turquoise and silver, the handcrafted Colors of Dawn Spirit Woman Wall Art brings feminine spirit to your wall.  Made in the USA. ~"
244,SF682170,rustic-juniper-wood-double-switch-plate,Rustic Juniper Wood Double Switch Cover,"A Black Forest Decor Exclusive - The natural grains and tones of juniper wood make these freeform switch covers a beautiful addition to your cabin.  Screws included.  Made in the USA.  Size may vary.  Measures 6""W x Â¼""D x 5 58""H. ~"
245,SPI-31765,pifisc,Pinecone Fireplace Screen,"Make the glow of a fire even more inviting with the Pincecone Fireplace Screen. 53""W x 7""D x 36""H ~"
246,YG15858,bear-family-shelf-sitter,Bear Family Shelf Sitter,"Exclusive - Featuring a sweet bear family in cast resin with rich detail, this sculpture adds a charming accent to your shelf. Measures 6""W x 3Â¼""D x 7""H. ~"
247,WRWD24550,yellowstone-ii-standard-sham,Yellowstone II Standard Sham,"Give your bedroom a tribal update with the Yellowstone II Standard Sham.  Crafted with stunning Native American-inspired geometrics in turquoise, red, and shades of brown, this sham makes a beautiful accent. <ul><li>Acrylic/poly/wool blend</li> <li>Yellowstone fabric</li> <li>20""W x 35""L</li> <li>Blanket stitch on open edge flange</li> <li>Made in the USA</li> </ul> ~ Ships from the manufacturer. Allow 3 to 5 weeks. Cannot express ship."
248,BS-50393,blbekeyho,Black Bear Key Holder,"Watch these whimsical black bears guard your keys as the Black Bear Key Holder keeps keys under control. Measures 7 1/2""W x 3 1/2H""."
249,BSB5050108,deer-stone-finish-outlet-cover,Deer Stone Finish Outlet Cover,"Deer silhouettes and hoof prints are embossed on the hand-cast resin Deer Stone Finish Outlet Cover with a rustic stone look.  Measures 3Â¼""W x Â½""D x 5""H. ~"
250,RH13525,terracotta-southwestern-accent-rug,Terracotta Southwestern Accent Rug,"Exclusive - Bring desert beauty to your floors with the cotton/poly Terracotta Southwestern Accent Rug in burgundy, orange, black and blue with latex backing. Spot clean. Measures 2'W x 3'L. ~"
251,VCCVAVP162,lone-star-table-lamp,Lone Star Table Lamp,"A Lone Star Western Decor Exclusive - A single, dimensional star gives the resin Lone Star Table Lamp in a rustic metal finish with a tan linen shade essential western style.  Uses one 60-watt max bulb.  Measures 14""W x 8""D x 23""H. ~"
252,CARJ1744,bear-and-trees-valance,Bear & Trees Valance,"A Black Forest Decor Exclusive - Adobe 100% polyester microfiber is appliqued and embroidered with bears and pine trees and finished with rustic details on the Bear & Trees Valance.  Tab top.  Machine wash.  Measures 54""W x 15""H. ~"
253,LKRA8767,rustic-cross-lotion-pump,Rustic Cross Lotion Pump,"Exclusive - Large faux wood crosses are adorned with silver-finished cross, stud and floral details on these painted resin bath accessories. Measures ????. ~"
254,LKRA8934,turquoise-tooled-leather-tissue-box,Turquoise Tooled Leather Tissue Box,"Jeweled silver conchos embellish the durable resin Turquoise Tooled Leather Tissue Box.  Measures 5 1/2""W x 5 1/2""D x 6""H and fits square tissue boxes. ~"
255,MBHS67082X3,scenic-mountain-rug-2-x-3,Scenic Mountain Rug - 2 x 3,"Exclusive - Pine boughs and subtle geometrics border the polypropylene Scenic Mountain 2 x 3 Rug in shades of gold, black, burnt red, wine, natural and pine green.  Stain and fade-resistant.  Measures 2'2""W x 3'3""L. ~ Ships from the manufacturer.  Allow 1 week.  Cannot express ship."
256,RE492,black-bear-table-fan,Black Bear Table Fan,"Exclusive - Two helpful black bears hold up a breezy log slice on this hand-painted polyresin tabletop fan with a 32"" USB cable for added convenience. Measures 10""W x 4""D x 6""H. ~"
257,CARJB6126,yukon-river-bear-and-moose-drapes,Yukon River Bear & Moose Drapes,"A Black Forest Decor Exclusive - Transform your bedroom with the luxurious woven chenille Yukon River Bear & Moose Drapes in browns, red, black, tan and forest green with wildlife, canoes and leaves accented by a faux leather tab top. Unlined. Dry clean. Includes two 54""W x 82""H panels and two tiebacks. ~"
258,MUMMRHTBS,faux-antler-towel-stand,Faux Antler Towel Stand,"Cast from naturally shed antlers and carefully painted for authenticity, the resin Faux Antler Towel Stand gives your bath a rugged look.  All hardware included.  Measures 17Â¼""W x 3Â½""D x 13Â½""H. ~"
259,CARJB61255,yukon-river-bear-and-moose-bed-set-king,Yukon River Bear & Moose Bed Set - King,"Transform your bedroom with this luxurious woven chenille bedding in browns, red, black, tan and forest green with wildlife, canoes and leaves accented by faux leather, gimp trim and wooden buttons.  Bed sets include comforter, bedskirt, two shams and neckroll.  Dry clean. ~"
260,CARJB6404,rocky-ridge-moose-and-bear-drapes,Rocky Ridge Moose & Bear Drapes,"Exclusive - Featuring stripes of bears, moose and geometrics in warm burgundy, pine green, black, gold and tan, the poly woven chenille Rocky Ridge Bear & Moose Drapes beautifully captures lodge style.  Dry clean.  Includes two unlined 54""W x 84""H tap top panels with tiebacks. ~"
261,DS21969,stars-and-studs-metal-square-tissue-box,Stars & Studs Metal Square Tissue Box,"Exclusive - Dimensional stars and raised studs surround these western metal accessories in a dark golden brown powder coat.  Measures 6""W x 6""D x 5""H. ~"
262,DS22225,cast-iron-arrow-wall-hanging-3-pcs,Cast Iron Arrow Wall Hanging - 3 pcs,"Complete your southwestern room with this set of rustic-finished metal arrows in varying lengths. Small: 10 1/4""W x 1 1/2""H; Medium: 14""W x 1 1/2""H; Large: 18""W x 1 1/2""H Complete your southwestern room with this set of rustic-finished metal arrows in varying lengths. Small: 10 1/4""W x 1 1/2""H; Medium: 14""W x 1 1/2""H; Large: 18""W x 1 1/2""H"
263,HXBL1840TTOC,cabin-life-lodge-kitchen-bath-rug,Cabin Life Lodge Kitchen/Bath Rug,Complement your cabin with this acrylic rug featuring rustic themes in chocolate and light brown.  Non-slip rubber back.  Machine wash. ~
264,PK39319B,concord-black-bear-dishtowel,Concord Black Bear Dishtowel,"Adorned with whip-stitched bear applique patches, these red, black and beige plaid linens are made from 100% cotton.  Machine wash.  Measures 19""W x 28""L. ~"
265,PK68081,black-bear-forest-hand-towel,Black Bear Forest Hand Towel,"Embroidered pines and an appliqued black bear add forest spirit to these 100% cotton terry towels.  Machine wash.  Measures 16""W x 28""L. ~"
266,2CRJB6610,southwest-shadows-valance,Southwest Shadows Valance,"Exclusive - Front tabs with tied conchos embellish this unlined woven poly chenille valance featuring southwest stripes and medallions in deep chocolate, red, orange and turquoise. Measures 54""W x 18""H. ~"
267,2PPHSV15,pinecones-embroidered-valance,Pinecones Embroidered Valance,"Exclusive - Intricately embroidered pinecones and pine trees on taupe cotton bring outdoor beauty to these lined rod pocket valances. Machine wash. Measures 58""W x 14""H each. ~"
268,WL20127,arrow-hat-and-coat-rack,Arrow Hat & Coat Rack,"This metal hat and coat rack includes eight arrows that swivel to accommodate items to hang. 11""W x 3""D x 33 1/2""H"
269,RH13503,mojave-sun-accent-rug,Mojave Sun Accent Rug,"A diamond tapestry in bold red, turquoise and rust offers southwest style on this cotton/poly rug with latex backing. 2âW x 3âL"
270,HL6260W6016,woodland-lodge-lace-valance,Woodland Lodge Lace Valance,"A Black Forest Decor Exclusive - The white Woodland Lodge Lace Valance creates a welcoming look in your cabin.  100% polyester with rod slots.  Machine washable.  Measures 60""W x 16""H. ~"
271,CE822033FQSET,pinecone-valley-quilt-bed-set-queen,Pinecone ValleyÂ Quilt Bed Set - Queen,"Pine needles and cones in soft, natural colors invite you to rest in style on this luxury comforter. 100% cotton. Machine wash. 90""W x 92""L quilt"
272,CARJB1730,tobacco-drapes,Tobacco Drapes,"Distressed tobacco 100% polyester microsuede makes the Tobacco Drapes a treat for your windows.  Includes two 52""W x 84""L unlined, rod pocket panels and two tiebacks.  Machine wash. ~"
273,CARJB4060,highlands-cabin-tree-rod-pocket-valance,Highlands Cabin Tree Rod Pocket Valance,"A Black Forest Decor Exclusive - Create a classic cabin look with the Highlands Cabin Tree Rod Pocket Valance featuring green pine trees embroidered on woven tan chenille and a rod pocket top.  Dry clean.  Measures 54""W x 15""H with 3"" rod pocket. ~"
274,HXPL4103,rio-grande-navajo-scalloped-pillow,Rio Grande Navajo Scalloped Pillow,"Combining herringbone, faux tooled leather and denim blue microsuede with a Navajo-inspired design in blue, brown and tan chenille.  Bed sets include duvet, bedskirt, two shams (twin has one), two Euro shams (twin has one) and hexagonal accent pillow.  Dry clean.  Additional pillows sold separately.  Dimensions available online.  Measures 16""W x 21""L. ~ Ships from the manufacturer.  Allow 1 week.  Cannot express ship or ship to Alaska."
275,HXWD3002,southwest-wood-candle-holder-set-3-pcs,Southwest Wood Candle Holder Set - 3 pcs,"A Lone Star Western Decor Exclusive - The Southwest Wood Candle Holder Set in graduated sizes features square wood bases with rustic iron bracing and candle trays for rugged western style.  Candles not included.  Set of three: Small: 3Â½""W x 3Â½""D x 7Â½""H; Medium: 3Â½""W x 3Â½""D x 10""H; Large: 3Â½""W x 3Â½""D x 12""H. ~"
276,DS21452,metal-bear-tie-backs-set-of-2,Bear Metal Tie Backs (Set of 2),"A Black Forest Decor Exclusive - Give your curtains a rustic touch with the black Metal Bear Tie Backs.  Mounting hardware included.  Set of two measure 8Â¼""W x 4Â¼""D x 3Â¼""H each. ~"
277,ER68395CB,black-bear-braided-jute-table-runner,Black Bear Braided Jute Table Runner,"Add a rustic accent to any table with this reversible 100% jute table runner printed with lodge designs. Spot clean. 13""W x 36""L"
278,2HMWD2206,serape-longhorn-wall-hanging,Serape Longhorn Wall Hanging,"Wrapped in serape stripe fabric, this resin faux longhorn mount adds dimensional interest to your western wall. Wrapped in serape stripe fabric, this resin faux longhorn mount adds dimensional interest to your western wall. Allow 1 to 2 weeks."
279,RE1297,re1297,Horseshoe Outlet Cover,"Rustic brown stamped metal fashioned into the shape of a horseshoe makes the Horseshoe Outlet Cover a simple western addition that will never go unnoticed.  Mounting screws included.  Measures 5""W x 2""D x 8""H. ~"
280,RE1785,black-bear-and-moose-led-wall-art,Black Bear & Moose LED Wall Art,"The gallery-wrapped canvas Black Bear & Moose LED Wall Art features gorgeous artwork by Kevin Daniel with an LED and fiber optic illuminated sunset.  Ready to hang with on/off switch and timer.  Uses two AA batteries (not included).  Measures 24""W x 1""D x 16""H. ~"
281,VCCVAUP994,sheridan-table-lamp,Sheridan Table Lamp,"Exclusive - Sculptural resin in an antique iron and faux wood finish is topped with a floral-embossed brown faux leather shade with studs for an elegant western look. Uses one 3-way 100-watt max bulb. Measures 15""W x 15""D x 33Â½""H. ~"
282,VCCVAVP018,sheridan-floor-lamp,Sheridan Floor Lamp,"Exclusive - Sculptural resin in an antique iron and faux wood finish is topped with a floral-embossed brown faux leather shade with studs for an elegant western look. Uses one 3-way 150-watt max bulb. Measures 16""W x 16""D x 65Â½""H. ~"
283,PK39368B,concord-black-bear-placemats-set-of-4,Concord Black Bear Placemats - Set of 4,"Crisp black, wine and beige plaid is embellished with a whipstitched bear silhouette patch on the Concord Black Bear Placemats.  Machine wash.  Set of four measure 13""W x 19""L each. ~"
284,2CRJB6608,cerrillos-hills-fringed-valance,Cerrillos Hills Fringed Valance,"Exclusive - Intersecting lines of fringe beautifully dress your windows on this unlined valance in a poly woven chenille southwest design and faux suede with genuine turquoise stone conchos. Dry clean. Measures 54""W x 18""H. ~"
285,2DD25617,pine-branches-metal-welcome-sign,Pine Branches Metal Welcome Sign,"Exclusive - The realistic metal art Pine Branches Metal Welcome Sign with a pine bough and hanging branch-shaped welcome sign offers an inviting rustic touch.  Measures 17""W x 3""D x 10Â½""H. ~"
286,LKRA4396,turquoise-tooled-leather-double-switch-plate,Turquoise Tooled Leather Double Switch Cover,"A Lone Star Western Decor Exclusive - Classic rose tooled leather patterns with a distressed turquoise finish are re-created in resin on the Turquoise Tooled Leather Double Switch Cover.  Measures 5""W x Â½""D x 5Â¼""H. ~"
287,BSB5080038,black-bear-cookie-jar,Black Bear Cookie Jar,"Keep treats ready for your cubs with the friendly earthenware Black Bear Cookie Jar.  Hand wash only.  Measures 9Â¼""W x 11Â½""H. ~"
288,BN66097033,green-pinecone-barstool-pad,Green Pinecone Barstool Pad - CLEARANCE,"A Black Forest Decor Exclusive - A graceful cotton/poly pinecone tapestry covers the latex foam pads with adjustable drawstring yokes in camel or coffee microsuede for a secure fit. Handmade in the USA of imported fabric. Pattern placement may vary. Spot clean. Measures 13-14""Dia. x 2Â½""H each. ~"
289,DS12532,turquoise-stones-picture-frame,Turquoise Stones Picture Frame,"A Lone Star Western Decor Exclusive - Bejewel your favorite photo with the polyresin Turquoise Stones Picture Frame featuring faux turquoise stones and a western metalwork look.  Holds one 4"" x 6"" photo.  Measures 8Â¾""W x 7""H. ~"
290,CE842841830,pinecone-valley-valance,Pinecone Valley Valance,"Warm natural colors featuring pine needles and cones add a cozy lodge look to any window. 100% cotton. Machine wash. 72""W x 15 1/2""H"
291,HXTL5120S,moose-stripe-towel-set-3-pcs,Moose Stripe Towel Set - 3 pcs,"In rustic green, tan, red and brown stripes, the embroidered 100% cotton Moose Stripe Towel Set has a classic lodge style.  Three piece set includes bath towel (27""W x 52""L), hand towel (16""W x 32""L) and wash cloth (13""W x 14""L).  Machine wash. ~"
292,CVRUS58BR,forest-wildlife-tissue-box,Forest Wildlife Tissue Box,"Exclusive - Bring elegance to your lodge bath with these resin accessories featuring raised wildlife scenes and a beautiful bronze and brown finish with laced details.  Measures 7Â¾""W x 7Â¾""D x 7Â¾""H. ~"
293,DS21932,lone-star-cowboy-hat-rack,Lone Star Cowboy Hat Rack,"Exclusive - Classic western stars are mounted on this metal and metal mesh cowboy hat rack for handy over-the-door storage.  Measures 11""W x 9""D x 34Â¼""H. ~"
294,DS21963,stars-and-studs-metal-waste-basket,Stars & Studs Metal Waste Basket,"Exclusive - Dimensional stars and raised studs surround these western metal accessories in a dark golden brown powder coat.  Measures 12Â½""Dia. x 11Â¾""H. ~"
295,ER32116MB,mama-black-bear-and-cub-half-round-braided-rug,Mama Black Bear & Cub Half-Round Braided Rug,"Bear cubs closely follow mama bears among shades of green, tan and white on this half-round braided 100% jute rug. Spot clean. Rug liner recommended. 18""W x 29""L"
296,2BG10752,lake-lodge-shower-curtain,Lake Lodge Shower Curtain,"Make a statement in your bathroom with the Lake Lodge Shower Curtain, adorned with realistic forest wildlife and leaves in blocks on a soft cursive background for a true cabin feel. <ul><li>Heat transfer print on textured polyester</li> <li>70""W x 72""L</li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship."
297,2CRJB6603,canyon-shadows-shower-curtain,Canyon Shadows Shower Curtain,"Exclusive - A dazzling diamond design is woven in red, coral, turquoise and chocolate on this southwestern bedding with two-tone brown microsuede, antique brass rivets and faux leather fringe for rugged appeal.  Bed sets include comforter, bedskirt, two shams and fringed neckroll.  Dry clean.  Dimensions available online. Measures 72""W x 72""L. ~"
298,2DD25600,pine-bough-wall-candle-holder,Pine Bough Wall Candle Holder,"Exclusive - The metal Pine Bough Wall Candle Holder in a black finish with delicate twig and pinecone details offers an elegant wall accent.  Holds one pillar candle (not included).  Measures 6Â¾""W x 4Â¼""D x 10""H. ~"
299,CARJB5029,high-plains-cowhide-steer-head-pillow,High Plains Steer Head Pillow,"Exclusive - Cowhide print, chocolate faux leather and silver conchos add rugged flair to soft microsuede in this spirited western bedding.  Dry clean.  Bed sets include comforter, bedskirt, two shams and concho cross accent pillow.  Measures 14""W x 26""L. ~"
300,CARJB5034,chestnut-suede-horse-valance,Chestnut Suede Horse Valance,"Exclusive - Give your windows rodeo style with these microsuede valances enhanced with appliques, embroidery, conchos, rivets, faux leather fringe and a printed faux leather texture.  Dry clean.  Drapes shown available on pg. __.  Measures 54""W x 17""H with 3"" rod pocket; Machine wash.. ~"
301,DS12885,turquoise-stone-wall-cross,Turquoise Stone Wall Cross,"Exclusive - Turquoise stones, antiqued metalwork and gold studs are replicated in painted polyresin on this beautiful cross wall hanging.  Measures 10Â½""W x 14Â½""H. ~"
302,DS21682,metal-star-boot-rack,Metal Star Boot Rack,"A Lone Star Western Decor Exclusive - Boots, belts and hats find a perfect home in this space-saving metal rack in a dark brown finish.  Measures 22 5/8""W x 10 7/8""D x 48""H. ~"
303,DS22163,cast-iron-pinecone-knob,Cast Iron Pinecone Knob,"Exclusive - Bring forest detail to cabinets or drawers with this cast iron hardware featuring pinecones and pine trees in brown and rust finishes. Screws included. Measures 2""W x 1Â¾""D x 2""H. ~"
304,DS22224,arrow-metal-wall-hangings-set-of-3,Arrow Metal Wall Hangings - Set of 3,"These metal arrows in gold, silver and copper bring southwestern elegance to your wall. These metal arrows in gold, silver and copper bring southwestern elegance to your wall."
305,DI87736223,sublime-table-lamp,Sublime Table Lamp,"The Sublime Table Lamp casts a lovely glow in your southwestern home with a lovely blue glaze base.<ul><li>17""W x 17""D x 30""H</li> <li>Ceramic base</li> <li>Turquoise dripped glazed finish (colors may vary)</li> <li>Uses one 150 watt max bulb</li> <li>Beige textured linen round shade</li> </ul> ~ Ships from the manufacturer. Allow 2 weeks. Cannot express ship."
306,HXDI3510CS,taos-canister-set-3-pcs,Taos Canister Set - 3 pcs,"Hand-painted Navajo-style patterns in cream, red, chocolate and turquoise adorn the ceramic Taos Canister Set with rubber stoppers to bring southwest style to your kitchen.  Food safe.  Set of three: Small: 6""Dia. x 7Â½""H; Medium: 7""Dia. x 9""H; Large: 8""Dia. x 10""H. ~"
